


   t (Gyr) =  0.001
-----------------------------------------------------------------------------------------
    M/Ms	Teff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
  0.5700  3798.   -1.28   4.74  36.94  0.0000  0.0000       6.224       5.565       5.358
  0.6000  3885.   -1.20   4.72  39.06  0.0000  0.0000       6.028       5.347       5.156
  0.6200  3949.   -1.14   4.70  40.45  0.0000  0.0000       5.899       5.208       5.026
  0.7000  4210.   -0.91   4.64  46.21  0.0000  0.0015       5.440       4.781       4.615
  0.7500  4417.   -0.77   4.61  49.35  0.0000  0.0239       5.149       4.518       4.376
  0.8000  4600.   -0.64   4.58  52.89  0.0000  0.1340       5.149       4.518       4.376
  0.8500  4774.   -0.51   4.54  56.78  0.0000  0.3260       5.149       4.518       4.376
  0.9000  4952.   -0.39   4.51  60.71  0.0000  0.5280       5.149       4.518       4.376
  0.9500  5131.   -0.28   4.48  64.72  0.0000  0.6850       4.118       3.680       3.585
  1.0000  5297.   -0.16   4.44  69.05  0.0000  0.7890       3.893       3.492       3.405
  1.0500  5448.   -0.06   4.41  73.91  0.0000  0.8560       3.672       3.305       3.222
  1.1000  5596.    0.05   4.37  78.97  0.0000  0.9020       3.462       3.122       3.046
  1.1500  5746.    0.15   4.34  83.86  0.0000  0.9330       3.269       2.955       2.883
  1.2000  5912.    0.25   4.31  88.79  0.0000  0.9550       3.080       2.792       2.726
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.700
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   127.   -8.61   3.11   7.21  1.0000  1.0000      36.071      31.633      52.827
  0.0010   181.   -7.96   3.38   7.47  1.0000  1.0000      28.716      27.248      42.490
  0.0020   251.   -7.37   3.65   7.71  1.0000  1.0000      24.111      23.946      34.536
  0.0030   292.   -7.09   3.82   7.80  1.0000  1.0000      22.271      22.486      30.873
  0.0040   338.   -6.84   3.94   7.82  1.0000  1.0000      21.186      21.352      28.075
  0.0050   375.   -6.66   4.04   7.79  1.0000  1.0000      20.464      20.475      26.096
  0.0060   409.   -6.51   4.12   7.74  1.0000  1.0000      19.867      19.766      24.395
  0.0070   448.   -6.36   4.20   7.69  1.0000  1.0000      19.396      19.237      22.973
  0.0080   479.   -6.25   4.26   7.63  1.0000  1.0000      19.039      18.820      21.877
  0.0090   510.   -6.15   4.32   7.57  1.0000  1.0000      18.679      18.415      20.892
  0.0100   545.   -6.04   4.37   7.52  0.9800  1.0000      18.304      18.071      20.174
  0.0120   665.   -5.70   4.45   7.51  0.3325  1.0000      17.113      16.930      17.916
  0.0150   715.   -5.59   4.57   7.30  0.0000  1.0000      16.751      16.620      17.302
  0.0200   854.   -5.31   4.72   7.11  0.0000  1.0000      15.838      15.784      15.877
  0.0300  1126.   -4.86   4.93   6.85  0.0000  1.0000      14.495      14.458      14.136
  0.0400  1429.   -4.47   5.07   6.70  0.0000  1.0000      13.452      13.322      13.105
  0.0500  1708.   -4.16   5.17   6.66  0.0000  0.9490      12.710      12.451      12.294
  0.0600  1968.   -3.91   5.24   6.73  0.0000  0.0007      12.133      11.775      11.561
  0.0700  2207.   -3.68   5.29   6.93  0.0000  0.0000      11.637      11.215      10.943
  0.0720  2256.   -3.63   5.29   7.00  0.0000  0.0000      11.537      11.106      10.826
  0.0750  2331.   -3.56   5.29   7.13  0.0000  0.0000      11.381      10.937      10.647
  0.0800  2446.   -3.45   5.29   7.38  0.0000  0.0000      11.140      10.682      10.384
  0.0900  2644.   -3.24   5.27   8.00  0.0000  0.0000      10.715      10.230       9.930
  0.1000  2789.   -3.08   5.24   8.72  0.0000  0.0000      10.362       9.862       9.566
  0.1100  2921.   -2.93   5.22   9.40  0.0000  0.0000      10.057       9.546       9.257
  0.1300  3054.   -2.73   5.17  10.81  0.0000  0.0000       9.623       9.104       8.819
  0.1500  3149.   -2.58   5.13  12.09  0.0000  0.0000       9.286       8.761       8.480
  0.1750  3234.   -2.43   5.10  13.59  0.0000  0.0000       8.944       8.414       8.140
  0.2000  3290.   -2.32   5.07  15.02  0.0000  0.0000       8.668       8.135       7.866
  0.2500  3373.   -2.13   5.03  17.67  0.0000  0.0000       8.229       7.687       7.425
  0.3000  3437.   -1.99   4.99  20.13  0.0000  0.0000       7.882       7.329       7.072
  0.3500  3477.   -1.85   4.94  22.96  0.0000  0.0000       7.556       6.993       6.740
  0.4000  3524.   -1.73   4.91  25.67  0.0000  0.0000       7.268       6.693       6.445
  0.4500  3584.   -1.61   4.86  28.62  0.0000  0.0000       6.974       6.382       6.141
  0.5000  3650.   -1.48   4.81  31.98  0.0000  0.0000       6.671       6.058       5.826
  0.5700  3798.   -1.28   4.74  36.97  0.0000  0.0000       6.222       5.563       5.356
  0.6000  3885.   -1.20   4.72  39.09  0.0000  0.0000       6.026       5.345       5.154
  0.6200  3948.   -1.14   4.70  40.49  0.0000  0.0000       5.897       5.206       5.025
  0.7000  4209.   -0.91   4.64  46.26  0.0000  0.0013       5.438       4.779       4.613
  0.7500  4417.   -0.77   4.61  49.40  0.0000  0.0232       5.147       4.516       4.374
  0.8000  4600.   -0.64   4.58  52.95  0.0000  0.1330       5.147       4.516       4.374
  0.8500  4774.   -0.51   4.54  56.91  0.0000  0.3260       5.147       4.516       4.374
  0.9000  4953.   -0.39   4.51  60.79  0.0000  0.5280       5.147       4.516       4.374
  0.9500  5132.   -0.27   4.48  64.85  0.0000  0.6850       4.113       3.675       3.581
  1.0000  5298.   -0.16   4.44  69.22  0.0000  0.7890       3.887       3.486       3.399
  1.0500  5449.   -0.05   4.40  74.13  0.0000  0.8560       3.665       3.298       3.216
  1.1000  5598.    0.05   4.37  79.23  0.0000  0.9020       3.454       3.115       3.038
  1.1500  5749.    0.15   4.33  84.28  0.0000  0.9330       3.258       2.944       2.872
  1.2000  5916.    0.25   4.30  89.21  0.0000  0.9550       3.068       2.781       2.715
  1.4000  6592.    0.58   4.23 104.77  0.0000  0.9900       2.485       2.287       2.238
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.800
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   120.   -8.72   3.11   7.17  1.0000  1.0000      37.091      32.307      54.283
  0.0010   173.   -8.04   3.38   7.44  1.0000  1.0000      29.798      27.953      44.006
  0.0020   241.   -7.44   3.65   7.66  1.0000  1.0000      24.560      24.332      35.433
  0.0030   285.   -7.14   3.82   7.76  1.0000  1.0000      22.647      22.793      31.592
  0.0040   324.   -6.92   3.94   7.77  1.0000  1.0000      21.470      21.721      28.909
  0.0050   365.   -6.71   4.04   7.76  1.0000  1.0000      20.687      20.762      26.718
  0.0060   396.   -6.57   4.13   7.71  1.0000  1.0000      20.079      20.026      25.004
  0.0070   429.   -6.44   4.20   7.64  1.0000  1.0000      19.661      19.559      23.758
  0.0080   464.   -6.31   4.27   7.59  1.0000  1.0000      19.239      19.065      22.466
  0.0090   493.   -6.21   4.32   7.53  1.0000  1.0000      18.896      18.650      21.405
  0.0100   525.   -6.11   4.37   7.48  0.9800  1.0000      18.542      18.299      20.632
  0.0120   633.   -5.79   4.46   7.46  0.3315  1.0000      17.404      17.220      18.459
  0.0150   686.   -5.67   4.58   7.25  0.0000  1.0000      17.006      16.868      17.748
  0.0200   816.   -5.40   4.73   7.05  0.0000  1.0000      16.101      16.041      16.273
  0.0300  1078.   -4.94   4.94   6.79  0.0000  1.0000      14.719      14.703      14.414
  0.0400  1365.   -4.56   5.08   6.62  0.0000  1.0000      13.680      13.584      13.336
  0.0500  1648.   -4.24   5.19   6.56  0.0000  0.9470      12.889      12.665      12.513
  0.0600  1908.   -3.98   5.26   6.59  0.0000  0.0003      12.298      11.967      11.780
  0.0700  2161.   -3.74   5.30   6.78  0.0000  0.0000      11.759      11.350      11.093
  0.0720  2218.   -3.68   5.31   6.87  0.0000  0.0000      11.638      11.215      10.945
  0.0750  2294.   -3.61   5.31   6.99  0.0000  0.0000      11.480      11.042      10.758
  0.0800  2420.   -3.48   5.30   7.26  0.0000  0.0000      11.211      10.757      10.463
  0.0900  2636.   -3.25   5.28   7.94  0.0000  0.0000      10.741      10.256       9.956
  0.1000  2786.   -3.08   5.24   8.70  0.0000  0.0000      10.371       9.871       9.575
  0.1100  2920.   -2.93   5.22   9.40  0.0000  0.0000      10.059       9.549       9.259
  0.1300  3054.   -2.73   5.17  10.80  0.0000  0.0000       9.623       9.105       8.819
  0.1500  3149.   -2.58   5.13  12.09  0.0000  0.0000       9.286       8.761       8.480
  0.1750  3234.   -2.43   5.10  13.59  0.0000  0.0000       8.944       8.414       8.140
  0.2000  3290.   -2.32   5.07  15.02  0.0000  0.0000       8.668       8.135       7.866
  0.2500  3373.   -2.13   5.03  17.67  0.0000  0.0000       8.229       7.687       7.424
  0.3000  3437.   -1.99   4.99  20.14  0.0000  0.0000       7.881       7.328       7.071
  0.3500  3481.   -1.86   4.96  22.61  0.0000  0.0000       7.586       7.023       6.770
  0.4000  3523.   -1.73   4.90  25.72  0.0000  0.0000       7.264       6.689       6.441
  0.4500  3583.   -1.61   4.86  28.66  0.0000  0.0000       6.971       6.380       6.138
  0.5000  3650.   -1.48   4.81  32.00  0.0000  0.0000       6.670       6.057       5.824
  0.5700  3798.   -1.28   4.74  37.01  0.0000  0.0000       6.220       5.561       5.354
  0.6000  3884.   -1.20   4.72  39.13  0.0000  0.0000       6.024       5.344       5.152
  0.6200  3947.   -1.14   4.70  40.53  0.0000  0.0000       5.896       5.204       5.023
  0.7000  4209.   -0.91   4.64  46.30  0.0000  0.0012       5.437       4.777       4.611
  0.7500  4417.   -0.77   4.61  49.45  0.0000  0.0226       5.144       4.514       4.371
  0.8000  4602.   -0.64   4.58  53.02  0.0000  0.1320       5.144       4.514       4.371
  0.8500  4775.   -0.51   4.54  56.97  0.0000  0.3250       5.144       4.514       4.371
  0.9000  4955.   -0.39   4.51  60.89  0.0000  0.5280       5.144       4.514       4.371
  0.9500  5133.   -0.27   4.47  64.98  0.0000  0.6850       4.108       3.671       3.576
  1.0000  5300.   -0.16   4.44  69.36  0.0000  0.7890       3.881       3.482       3.394
  1.0500  5453.   -0.05   4.40  74.37  0.0000  0.8560       3.657       3.290       3.208
  1.1000  5600.    0.06   4.36  79.48  0.0000  0.9020       3.446       3.107       3.031
  1.1500  5750.    0.16   4.33  84.61  0.0000  0.9330       3.249       2.935       2.863
  1.2000  5920.    0.26   4.30  89.72  0.0000  0.9550       3.054       2.768       2.702
  1.4000  6580.    0.59   4.22 106.13  0.0000  0.9900       2.461       2.262       2.212
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.900
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   115.   -8.79   3.11   7.15  1.0000  1.0000      37.730      32.728      55.194
  0.0010   166.   -8.12   3.38   7.41  1.0000  1.0000      30.880      28.657      45.521
  0.0020   234.   -7.50   3.66   7.63  1.0000  1.0000      24.919      24.639      36.148
  0.0030   277.   -7.19   3.82   7.73  1.0000  1.0000      23.024      23.100      32.311
  0.0040   314.   -6.98   3.95   7.74  1.0000  1.0000      21.680      21.994      29.524
  0.0050   354.   -6.76   4.05   7.72  1.0000  1.0000      20.907      21.046      27.330
  0.0060   386.   -6.62   4.13   7.67  1.0000  1.0000      20.294      20.301      25.596
  0.0070   415.   -6.50   4.20   7.61  1.0000  1.0000      19.840      19.776      24.288
  0.0080   451.   -6.37   4.27   7.56  1.0000  1.0000      19.419      19.288      23.003
  0.0090   480.   -6.26   4.33   7.50  1.0000  1.0000      19.072      18.871      21.932
  0.0100   508.   -6.17   4.38   7.45  0.9800  1.0000      18.754      18.502      21.040
  0.0120   603.   -5.88   4.46   7.42  0.3310  1.0000      17.686      17.502      18.987
  0.0150   659.   -5.75   4.58   7.21  0.0000  1.0000      17.264      17.121      18.213
  0.0200   789.   -5.46   4.73   7.01  0.0000  1.0000      16.293      16.231      16.582
  0.0300  1039.   -5.02   4.94   6.74  0.0000  1.0000      14.919      14.921      14.680
  0.0400  1309.   -4.64   5.09   6.55  0.0000  1.0000      13.888      13.820      13.543
  0.0500  1596.   -4.30   5.20   6.47  0.0000  0.9450      13.046      12.854      12.702
  0.0600  1851.   -4.05   5.28   6.48  0.0000  0.0002      12.451      12.149      11.983
  0.0700  2121.   -3.78   5.32   6.67  0.0000  0.0000      11.861      11.463      11.219
  0.0720  2179.   -3.73   5.32   6.75  0.0000  0.0000      11.738      11.325      11.068
  0.0750  2264.   -3.64   5.32   6.89  0.0000  0.0000      11.560      11.128      10.852
  0.0800  2397.   -3.51   5.32   7.16  0.0000  0.0000      11.271      10.821      10.529
  0.0900  2630.   -3.26   5.28   7.90  0.0000  0.0000      10.759      10.275       9.975
  0.1000  2785.   -3.08   5.25   8.68  0.0000  0.0000      10.377       9.876       9.581
  0.1100  2919.   -2.93   5.22   9.39  0.0000  0.0000      10.061       9.550       9.260
  0.1300  3054.   -2.73   5.17  10.80  0.0000  0.0000       9.624       9.105       8.819
  0.1500  3149.   -2.58   5.13  12.09  0.0000  0.0000       9.286       8.761       8.480
  0.1750  3234.   -2.43   5.10  13.59  0.0000  0.0000       8.944       8.414       8.140
  0.2000  3290.   -2.32   5.07  15.02  0.0000  0.0000       8.668       8.135       7.866
  0.2500  3373.   -2.13   5.03  17.68  0.0000  0.0000       8.229       7.687       7.424
  0.3000  3437.   -1.99   4.99  20.15  0.0000  0.0000       7.880       7.327       7.070
  0.3500  3479.   -1.86   4.96  22.69  0.0000  0.0000       7.579       7.017       6.764
  0.4000  3523.   -1.73   4.90  25.76  0.0000  0.0000       7.260       6.685       6.437
  0.4500  3583.   -1.61   4.86  28.69  0.0000  0.0000       6.969       6.378       6.136
  0.5000  3649.   -1.48   4.81  32.03  0.0000  0.0000       6.668       6.055       5.823
  0.5700  3798.   -1.28   4.74  37.03  0.0000  0.0000       6.219       5.560       5.352
  0.6000  3883.   -1.20   4.72  39.17  0.0000  0.0000       6.023       5.342       5.151
  0.6200  3947.   -1.14   4.70  40.56  0.0000  0.0000       5.894       5.203       5.022
  0.7000  4209.   -0.91   4.64  46.33  0.0000  0.0011       5.435       4.775       4.609
  0.7500  4418.   -0.77   4.61  49.48  0.0000  0.0219       5.142       4.512       4.370
  0.8000  4602.   -0.64   4.58  53.09  0.0000  0.1310       5.142       4.512       4.370
  0.8500  4776.   -0.51   4.54  57.04  0.0000  0.3250       5.142       4.512       4.370
  0.9000  4957.   -0.39   4.51  60.96  0.0000  0.5280       5.142       4.512       4.370
  0.9500  5136.   -0.27   4.47  65.07  0.0000  0.6850       4.103       3.667       3.572
  1.0000  5302.   -0.16   4.44  69.53  0.0000  0.7890       3.875       3.476       3.389
  1.0500  5454.   -0.05   4.40  74.58  0.0000  0.8560       3.650       3.284       3.201
  1.1000  5601.    0.06   4.36  79.75  0.0000  0.9020       3.438       3.100       3.023
  1.1500  5752.    0.16   4.33  84.95  0.0000  0.9330       3.239       2.926       2.854
  1.2000  5924.    0.26   4.29  90.15  0.0000  0.9550       3.043       2.756       2.691
  1.4000  6564.    0.59   4.21 107.23  0.0000  0.9900       2.444       2.243       2.193
-----------------------------------------------------------------------------------------



   t (Gyr) =  1.000
-----------------------------------------------------------------------------------------
